,transformed_text,target
622,make sure alex know birthday fifteen minut far concern,0
623,sorri got thing may pub later,0
624,nah straight bring bud drink someth actual littl use straight cash,0
625,haha good hear offici paid market 8th,0
626,mani lick take get center tootsi pop,0
627,yup thk r e teacher said make face look longer darren ask 2 cut short,0
628,new textbuddi chat 2 horni guy ur area 4 25p free 2 receiv search postcod txt one name 89693,1
629,today vodafon number end 4882 select receiv award number match call 09064019014 receiv award,1
630,pleas dont say like hi hi hi,0
631,thank u,0
632,oh forward messag thought send,0
633,got seventeen pound seven hundr ml hope ok,0
634,dear voucher holder 2 claim week offer pc go http ts cs stop text txt stop 80062,1
635,n funni,0
636,sweetheart hope kind day one load reason smile biola,0
637,login dat time dad fetch home,0
638,shower babi,0
639,askd u question hour answer,0
640,well imma definit need restock thanksgiv let know,0
641,said kiss kiss ca sound effect gorgeou man kind person need smile brighten day,0
642,probabl gon na swing wee bit,0
643,ya nice readi thursday,0
644,allo brave buse taken train triumph mean jolli good rest week,0
645,watch cartoon listen music amp eve go templ amp church u,0
646,mind ask happen dont say uncomfort,0
647,privat 2003 account statement show 800 point call 08715203694 identifi code 40533 expir,1
648,prob send email,0
649,cash prize claim call09050000327 c rstm sw7 3ss 150ppm,1
650,that cool sometim slow gentl sonetim rough hard,0
651,gon na say sorri would normal start panic time sorri see tuesday,0
652,wait know wesley town bet hella drug,0
653,fine miss much,0
655,tell drug dealer get impati,0
656,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg gud evng,0
658,doesnt make sens take unless free need know,0
659,88800 89034 premium phone servic call 08718711108,1
660,sea lay rock rock envelop envelop paper paper 3 word,0
661,mum repent,0
662,sorri go home first daddi come fetch later,0
663,leav de start prepar next,0
664,ye babi studi posit kama sutra,0
665,en chikku nang bakra msg kalstiya,0
666,carlo minut still need buy,0
667,pay lt decim gt lakh,0
668,good even ttyl,0
669,u receiv msg,0
670,ho ho big belli laugh see ya tomo,0
671,sm ac sun0819 post hello seem cool,1
672,get ur 1st rington free repli msg tone gr8 top 20 tone phone everi week per wk 2 opt send stop 08452810071 16,1
673,ditto wo worri say anyth anymor like said last night whatev want peac,0
674,got lt gt way could pick,0
675,dont knw pa drink milk,0
676,mayb say hi find got card great escap wetherspoon,0
677,piggi r u awak bet u still sleep go 4 lunch,0
678,caus freaki lol,0
679,miss call caus yell scrappi miss ca wait u come home lone today,0
680,place talk explain,0
681,ìï log 4 wat sdryb8i,0
682,xy go 4 e lunch,0
683,hi sue 20 year old work lapdanc love sex text live bedroom text sue textoper g2 1da 150ppmsg,1
684,want ask wait 4 finish lect co lect finish hour anyway,0
685,finish work yet,0
686,everi king cri babi everi great build map imprtant u r today u wil reach tomorw gud ni8,0
687,dear case u r come cochin pl call bfore u shall also reach tell day u r engag an holiday,0
688,thank love torch bold,0
689,forward 448712404000 pleas call 08712404000 immedi urgent messag wait,1
690,farm open,0
691,sorri troubl u buy 4d dad 1405 1680 2 big 1 small sat n sun thanx,0
692,sister law hope great month say hey abiola,0
693,purchas stuff today mail po box number,0
694,ah poop look like ill prob send laptop get fix cuz gpu problem,0
695,good good job like entrepreneur,0
696,aight close still around alex place,0
697,meet corpor st outsid gap see mind work,0
698,mum ask buy food home,0
699,k u also dont msg repli msg,0
700,much r will pay,0
702,import prevent dehydr give enough fluid,0
703,that bit weird even suppos happen good idea sure pub,0
704,true dear sat pray even felt sm time,0
705,think get away trek long famili town sorri,0
706,wan na gym harri,0
707,quit late lar ard 12 anyway wun b drivin,0
708,review keep fantast nokia game deck club nokia go 2 unsubscrib alert repli word,1
709,4mth half price orang line rental latest camera phone 4 free phone call mobilesdirect free 08000938767 updat or2stoptxt cs,1
710,height confid aeronaut professor wer calld amp wer askd 2 sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt 1 didnt move said made student,0
711,seem like weird time night g want come smoke day shitstorm attribut alway come make everyon smoke,0
712,08714712388 cost 10p,1
713,save stress person dorm account send account detail money sent,0
714,also know lunch menu da know,0
715,stuff sell tell,0
716,urgent 2nd attempt contact u u call 09071512433 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvari 50,1
717,book lesson msg call work sth go get spec membership px3748,0
718,guarante cash prize claim yr prize call custom servic repres 08714712394,1
719,macha dont feel assum one even wonder plan life begin anytim,0
720,oh send address,0
721,anytim best,0
722,wondar full flim,0
723,ya even cooki jelli,0
724,world run feel admit correct let call keep run world may u r also run,0
725,got look scrumptiou daddi want eat night long,0
726,co lar ba dao ok 1 pm lor u never ask go ah said u would ask fri said u ask today,0
727,alright omw got ta chang order half8th,0
728,exactli anyway far jide studi visit,0
729,dunno u ask,0
730,email alertfrom jeri stewarts 2kbsubject prescripiton drvgsto listen email call 123,1
731,spring come earli yay,0
732,lol wo feel bad use money take steak dinner,0
733,even u dont get troubl convinc tel twice tel neglect msg dont c read dont repli,0
734,leav qatar tonit search went add ur prayer,0
735,one talk,0
736,thank look realli appreci,0
737,hi custom loyalti offer new nokia6650 mobil txtauction txt word start 81151 get 4t ctxt tc,1
738,wish,0
739,haha mayb u rite u know well da feel like someon gd lor u faster go find one gal group attach liao,0
740,ye glad made,0
741,well littl time thing good time ahead,0
742,got room soon put clock back til 8 shout everyon get realis wahay anoth hour bed,0
743,may free gym,0
744,men like shorter ladi gaze eye,0
745,dunno ju say go lido time 930,0
746,promis take good care princess run pleas send pic get chanc ttyl,0
747,u subscrib best mobil content servic uk per 10 day send stop helplin 08706091795,1
748,reason spoken year anyway great week best exam,0
749,monday next week give full gist,0
750,realiz 40 year thousand old ladi run around tattoo,1
751,import custom servic announc premier,1
752,dont gim lip caveboy,0
753,get librari,0
754,reali recognis number confus r u pleas,0
755,didnt holla,0
756,cant think anyon spare room top head,0
757,faith make thing possibl hope make thing work love make thing beauti may three christma merri christma,0
758,u made appoint,0
759,call phone vibrat act might hear text,0
760,romant pari 2 night 2 flight book 4 next year call 08704439680t cs appli,1
761,grandma oh dear u still ill felt shit morn think hungov anoth night leav sat,0
762,urgent ur guarante award still unclaim call 09066368327 claimcod m39m51,1
763,noth ju tot u would ask co u ba gua went mt faber yest yest ju went alreadi mah today go ju call lor,0
764,wish famili merri ma happi new year advanc,0
765,ur award citi break could win summer shop spree everi wk txt store 88039 skilgm tscs087147403231winawk age16,1
766,nt goin got somethin unless meetin 4 dinner lor haha wonder go ti time,0
769,lol know dramat school alreadi close tomorrow appar ca drive inch snow suppos get,0
770,get anywher damn job hunt,0
771,lol u drunkard hair moment yeah still 4 tonight wat plan,0
772,idc get weasel way shit twice row,0
773,wil lt gt minut got space,0
775,thank pick trash,0
776,go tell friend sure want live smoke much spend hour beg come smoke,0
777,kate love see tonight ill phone tomorrow got sing guy gave card,0
778,happi new year dear brother realli miss got number decid send text wish happi abiola,0
779,mean get door,0
781,hmmm thought said 2 hour slave 3 late punish,0
782,beerag,0
783,import custom servic announc premier call freephon 0800 542 0578,1
784,dont think turn like randomlli within 5min open,0
785,suppos could make still town though,0
786,time fix spell sometim get complet diff word go figur,0
787,ever thought live good life perfect partner txt back name age join mobil commun,1
788,5 free top polyphon tone call 087018728737 nation rate get toppoli tune sent everi week text subpoli 81618 per pole unsub 08718727870,1
790,hope enjoy game yesterday sorri touch pl know fondli bein thot great week abiola,0
791,e best 4 ur drive tmr,0
792,u dogbreath sound like jan c thatåõ al,0
793,omg want scream weigh lost weight woohoo,0
794,gener one uncount noun u dictionari piec research,0
795,realli get hang around,0
796,orang custom may claim free camera phone upgrad loyalti call 0207 153 offer end 14thmarch c appli availa,1
797,boy wherear friendsar thekingshead come canlov,0
798,ok msg u b4 leav hous,0
799,gim lt gt minut ago,0
800,last chanc claim ur worth discount voucher today text shop 85023 savamob offer mobil cs savamob pobox84 m263uz sub 16,1
801,appt lt time gt fault u listen told u twice,0
802,free 1st week no1 nokia tone 4 ur mobil everi week txt nokia 8077 get txting tell ur mate pobox 36504 w45wq,1
803,guarante award even cashto claim ur award call free 08000407165 2 stop getstop 88222 php rg21 4jx,1
804,k 4,0
805,dled 3d imp,0
806,sure make sure know ai smokin yet,0
807,boooo alway work quit,0
808,take half day leav bec well,0
809,ugh wan na get bed warm,0
810,lt gt,0
811,ring come guy costum gift futur yowif hint hint,0
812,congratul ur award either cd gift voucher free entri 2 weekli draw txt music 87066 tnc,1
813,borrow ur bag ok,0
814,u outbid simonwatson5120 shinco dvd plyr 2 bid visit sm 2 end bid notif repli end,1
815,boytoy miss happen,0
816,lot use one babe model help youi bring match,0
817,also bring galileo dobbi,0
818,respond,0
819,babe u enjoyin yourjob u seem 2 b gettin well hunni hope ure ok take care iåõllspeak 2u soonlot lovem,0
820,good afternoon starshin boytoy crave yet ach fuck sip cappuccino miss babe teas kiss,0
821,road cant txt,0
822,smsservic yourinclus text credit pl goto 3qxj9 unsubscrib stop extra charg help 9ae,1
823,25p 4 alfi moon children need song ur mob tell ur m8 txt tone chariti 8007 nokia poli chariti poli zed 08701417012 profit 2 chariti,1
825,hmm bit piec lol sigh,0
826,hahaha use brain dear,0
827,hey got mail,0
828,sorri light turn green meant anoth friend want lt gt worth may around,0
829,thank yesterday sir wonder hope enjoy burial mojibiola,0
830,u secret admir reveal think u r special call opt repli reveal stop per msg recd cust care 07821230901,1
831,hi mate rv u hav nice hol messag 3 say hello coz havenåõt sent u 1 age start drive stay road rvx,0
832,dear voucher holder claim week offer pc pleas go http ts cs appli stop text txt stop 80062,1
833,thank much skype wit kz sura didnt get pleasur compani hope good given ultimatum oh countin aburo enjoy messag sent day ago,0
834,sure result offer,0
835,good morn dear great amp success day,0
836,want 750 anytim network min 150 text new video phone five pound per week call 08002888812 repli deliveri tomorrow,1
837,sir late pay rent past month pay lt gt charg felt would inconsider nag someth give great cost didnt speak howev recess wont abl pay charg month henc askin well ahead month end pleas help thank,0
838,tri contact offer new video phone 750 anytim network min half price rental camcord call 08000930705 repli deliveri wed,1
839,last chanc 2 claim ur worth discount ye 85023 offer mobil cs sub 16 remov txt x stop,1
840,luv u soo much u donåõt understand special u r 2 ring u 2morrow luv u xxx,0
841,pl send comprehens mail pay much,0
842,prashanthettan mother pass away last night pray famili,0
843,urgent call 09066350750 landlin complimentari 4 ibiza holiday cash await collect sae cs po box 434 sk3 8wp 150 ppm,1
844,go,0
845,meanwhil shit suit xavier decid give us lt gt second warn samantha come play jay guitar impress shit also think doug realiz live anymor,0
